0,-0.000166643
0.0004,-0.000169391
0.0008,-0.000163274
0.0012,-0.000156497
0.0016,-0.000146881
0.002,-0.000149883
0.0024,-0.000141138
0.0028,-0.000157633
0.0032,-0.000168325
0.0036,-0.000155266
0.004,-0.000152567
0.0044,-0.000127489
0.0048,-0.000125411
0.0052,-0.00015222
0.0056,-0.000165025
0.006,-0.000158422
0.0064,-0.000151395
0.0068,-0.000132979
0.0072,-0.00013678
0.0076,-0.000126471
0.008,-0.000134703
0.0084,-0.000150265
0.0088,-0.000155781
0.0092,-0.000144333
0.0096,-0.00015543
0.01,-0.000161347
0.0104,-0.000154813
0.0108,-0.000142558
0.0112,-0.000154348
0.0116,-0.000167005
0.012,-0.000160803
0.0124,-0.000157694
0.0128,-0.000163879
0.0132,-0.000165882
0.0136,-0.000176134
0.014,-0.000170013
0.0144,-0.000163367
0.0148,-0.000154142
0.0152,-0.000162227
0.0156,-0.000188355
0.016,-0.000185959
0.0164,-0.000192655
0.0168,-0.000171173
0.0172,-0.000172945
0.0176,-0.000183964
0.018,-0.000184505
0.0184,-0.000186565
0.0188,-0.00019347
0.0192,-0.000188073
0.0196,-0.000180879
0.02,-0.00018895
0.0204,-0.000175705
0.0208,-0.000181877
0.0212,-0.000163129
0.0216,-0.000182743
0.022,-0.000164512
0.0224,-0.000156402
0.0228,-0.000160997
0.0232,-0.000153774
0.0236,-0.000165778
0.024,-0.00015362
0.0244,-0.00015133
0.0248,-0.000145676
0.0252,-0.000138953
0.0256,-0.000147277
0.026,-0.000142871
0.0264,-0.000127312
0.0268,-0.000117848
0.0272,-0.000106763
0.0276,-0.000114329
0.028,-0.000138636
0.0284,-0.000131263
0.0288,-0.000116468
0.0292,-9.85E-05
0.0296,-0.000101543
0.03,-0.000108505
0.0304,-0.000110582
0.0308,-0.000118199
0.0312,-0.000121435
0.0316,-9.52E-05
0.032,-9.50E-05
0.0324,-0.00010925
0.0328,-0.000128415
0.0332,-0.000108973
0.0336,-9.87E-05
0.034,-0.000103245
0.0344,-0.000116158
0.0348,-0.000112347
0.0352,-0.00013515
0.0356,-0.000156366
0.036,-0.000121571
0.0364,-0.000115588
0.0368,-0.000120756
0.0372,-0.000126574
0.0376,-0.000126625
0.038,-0.000142614
0.0384,-0.000144662
0.0388,-0.000147014
0.0392,-0.000144655
0.0396,-0.0001165
0.04,-0.000126559
0.0404,-0.000144655
0.0408,-0.000148102
0.0412,-0.000167363
0.0416,-0.000159505
0.042,-0.000132851
0.0424,-0.000136397
0.0428,-0.000137391
0.0432,-0.000146106
0.0436,-0.000160405
0.044,-0.00016348
0.0444,-0.000176032
0.0448,-0.00016341
0.0452,-0.00014925
0.0456,-0.000154732
0.046,-0.000139352
0.0464,-0.000156106
0.0468,-0.000170487
0.0472,-0.000157081
0.0476,-0.000169995
0.048,-0.000139646
0.0484,-0.000152675
0.0488,-0.000142301
0.0492,-0.000137475
0.0496,-0.000135727
0.05,-0.000125144
0.0504,-0.000135206
0.0508,-0.000155184
0.0512,-0.000141583
0.0516,-0.000115201
0.052,-8.96E-05
0.0524,-8.95E-05
0.0528,-1.00E-04
0.0532,-0.000118673
0.0536,-0.000116027
0.054,-9.84E-05
0.0544,-7.41E-05
0.0548,-6.45E-05
0.0552,-6.73E-05
0.0556,-6.42E-05
0.056,-6.82E-05
0.0564,-5.27E-05
0.0568,-6.34E-05
0.0572,-5.45E-05
0.0576,-4.23E-05
0.058,-4.66E-05
0.0584,-4.31E-05
0.0588,-4.09E-05
0.0592,-3.90E-05
0.0596,-3.32E-05
0.06,-4.20E-05
0.0604,-5.24E-05
0.0608,-4.01E-05
0.0612,-2.95E-05
0.0616,-1.69E-05
0.062,-2.06E-05
0.0624,-3.78E-05
0.0628,-3.26E-05
0.0632,-2.68E-05
0.0636,-3.22E-05
0.064,-4.53E-05
0.0644,-3.54E-05
0.0648,-2.37E-05
0.0652,-2.89E-05
0.0656,-3.90E-05
0.066,-4.18E-05
0.0664,-5.01E-05
0.0668,-4.07E-05
0.0672,-3.39E-05
0.0676,-4.69E-05
0.068,-5.37E-05
0.0684,-6.61E-05
0.0688,-6.01E-05
0.0692,-5.61E-05
0.0696,-5.99E-05
0.07,-6.28E-05
0.0704,-7.73E-05
0.0708,-6.29E-05
0.0712,-6.16E-05
0.0716,-7.98E-05
0.072,-8.23E-05
0.0724,-7.76E-05
0.0728,-6.36E-05
0.0732,-6.11E-05
0.0736,-7.41E-05
0.074,-8.36E-05
0.0744,-7.81E-05
0.0748,-6.89E-05
0.0752,-6.56E-05
0.0756,-6.06E-05
0.076,-5.78E-05
0.0764,-5.91E-05
0.0768,-6.85E-05
0.0772,-7.21E-05
0.0776,-7.15E-05
0.078,-6.37E-05
0.0784,-5.84E-05
0.0788,-5.06E-05
0.0792,-5.22E-05
0.0796,-5.45E-05
0.08,-5.33E-05
0.0804,-5.65E-05
0.0808,-5.46E-05
0.0812,-5.12E-05
0.0816,-4.32E-05
0.082,-5.51E-05
0.0824,-5.50E-05
0.0828,-4.81E-05
0.0832,-4.95E-05
0.0836,-5.16E-05
0.084,-5.83E-05
0.0844,-4.94E-05
0.0848,-4.88E-05
0.0852,-5.30E-05
0.0856,-6.17E-05
0.086,-6.65E-05
0.0864,-5.93E-05
0.0868,-6.20E-05
0.0872,-5.76E-05
0.0876,-5.69E-05
0.088,-5.73E-05
0.0884,-6.84E-05
0.0888,-7.89E-05
0.0892,-7.60E-05
0.0896,-7.44E-05
0.09,-7.03E-05
0.0904,-7.09E-05
0.0908,-7.36E-05
0.0912,-7.92E-05
0.0916,-7.97E-05
0.092,-8.14E-05
0.0924,-8.73E-05
0.0928,-8.39E-05
0.0932,-8.45E-05
