Source File Name:	Scan
Signal:	Time - Vib Velocity - Samples

Time	Time Signal
[ s ]	[ m/s ]
0	-0.002280313
0.00064	-0.002264112
0.00128	-0.002248328
0.00192	-0.002224853
0.00256	-0.002194853
0.0032	-0.00217304
0.00384	-0.00214047
0.00448	-0.002099699
0.00512	-0.002066351
0.00576	-0.002020813
0.0064	-0.001964915
0.00704	-0.001900266
0.00768	-0.001846346
0.00832	-0.001782459
0.00896	-0.001725111
0.0096	-0.001654328
0.01024	-0.001583152
0.01088	-0.001533021
0.01152	-0.001491712
0.01216	-0.001445789
0.0128	-0.001389903
0.01344	-0.001351513
0.01408	-0.001318945
0.01472	-0.001307407
0.01536	-0.001294249
0.016	-0.001233186
0.01664	-0.001192763
0.01728	-0.001179602
0.01792	-0.001167884
0.01856	-0.00111356
0.0192	-0.001048502
0.01984	-0.001000559
0.02048	-0.0009859999
0.02112	-0.0009534454
0.02176	-0.0009156353
0.0224	-0.0008683855
0.02304	-0.0008099601
0.02368	-0.0007729003
0.02432	-0.0007044402
0.02496	-0.0006359387
0.0256	-0.0005360462
0.02624	-0.0004606655
0.02688	-0.0003932706
0.02752	-0.0002856674
0.02816	-0.0002277384
0.0288	-9.606738e-5
0.02944	-1.920774e-5
0.03008	4.429586e-5
0.03072	0.0001382204
0.03136	0.0002596714
0.032	0.0003195087
0.03264	0.0004496425
0.03328	0.000522305
0.03392	0.0006278664
0.03456	0.0007033588
0.0352	0.000805731
0.03584	0.000898691
0.03648	0.0009891713
0.03712	0.001058396
0.03776	0.001153422
0.0384	0.001225022
0.03904	0.001303975
0.03968	0.001388232
0.04032	0.001474492
0.04096	0.001563526
0.0416	0.001658991
0.04224	0.001727969
0.04288	0.001832491
0.04352	0.001918479
0.04416	0.001981511
0.0448	0.002069158
0.04544	0.002141319
0.04608	0.002216784
0.04672	0.00229959
0.04736	0.002381107
0.048	0.002444869
0.04864	0.002520475
0.04928	0.00259839
0.04992	0.002666927
0.05056	0.002744544
0.0512	0.002807449
0.05184	0.002853699
0.05248	0.002899801
0.05312	0.002934071
0.05376	0.002968521
0.0544	0.002983103
0.05504	0.002977666
0.05568	0.002962142
0.05632	0.002932157
0.05696	0.002892787
0.0576	0.002857907
0.05824	0.002827379
0.05888	0.002807928
0.05952	0.002782635
0.06016	0.002743886
0.0608	0.00270129
0.06144	0.002643214
0.06208	0.002584202
0.06272	0.002516827
0.06336	0.002432551
0.064	0.002330728
0.06464	0.002228865
0.06528	0.00213012
0.06592	0.002032482
0.06656	0.001931059
0.0672	0.001822218
0.06784	0.001717548
0.06848	0.0016218
0.06912	0.001513997
0.06976	0.001402583
0.0704	0.001283706
0.07104	0.001163531
0.07168	0.001038315
0.07232	0.0009263551
0.07296	0.0008084245
0.0736	0.000690093
0.07424	0.0005713519
0.07488	0.0004584256
0.07552	0.0003487344
0.07616	0.0002599411
0.0768	0.0001474015
0.07744	3.797224e-5
0.07808	-5.329284e-5
0.07872	-0.0001544721
0.07936	-0.0002775707
0.08	-0.0003662255
0.08064	-0.0004678783
0.08128	-0.0005642332
0.08192	-0.0006530707
0.08256	-0.0007378272
0.0832	-0.0008150205
0.08384	-0.0008899496
0.08448	-0.0009651377
0.08512	-0.001041147
0.08576	-0.001115671
0.0864	-0.001181019
0.08704	-0.001251797
0.08768	-0.001323147
0.08832	-0.001386164
0.08896	-0.001453519
0.0896	-0.001505378
0.09024	-0.001562542
0.09088	-0.001617496
0.09152	-0.001665202
0.09216	-0.001720603
0.0928	-0.001765564
0.09344	-0.001822752
0.09408	-0.001876378
0.09472	-0.00193232
0.09536	-0.001987418
0.096	-0.002040454
0.09664	-0.002095181
0.09728	-0.002150465
0.09792	-0.002203522
0.09856	-0.002236484
0.0992	-0.002278029
0.09984	-0.002317289
0.10048	-0.002367979
0.10112	-0.00241522
0.10176	-0.00245608
0.1024	-0.002493698
0.10304	-0.002550623
0.10368	-0.002619114
0.10432	-0.002684179
0.10496	-0.00275175
0.1056	-0.002827925
0.10624	-0.002925851
0.10688	-0.003019585
0.10752	-0.003105842
0.10816	-0.003183014
0.1088	-0.00325312
0.10944	-0.003304371
0.11008	-0.003352793
0.11072	-0.003402478
0.11136	-0.003447409
0.112	-0.003502263
0.11264	-0.003548556
0.11328	-0.003598757
0.11392	-0.003587607
0.11456	-0.003667998
0.1152	-0.003389038
0.11584	-0.00345026
0.11648	-0.003463609
0.11712	-0.003276184
0.11776	-0.002904905
0.1184	-0.002002615
0.11904	-0.0008017799
0.11968	-4.252939e-5
0.12032	-0.0003682429
0.12096	-0.000452246
0.1216	-0.0002473815
0.12224	9.605361e-5
0.12288	-4.400797e-5
0.12352	-1.263145e-6
0.12416	1.232648e-5
0.1248	-3.902486e-6
0.12544	-1.545304e-5
0.12608	3.967639e-5
0.12672	-4.208935e-6
0.12736	2.568599e-6
0.128	-1.724923e-5
0.12864	-8.205949e-7
0.12928	2.142854e-5
0.12992	-3.530436e-5
0.13056	1.075041e-5
0.1312	-1.828065e-5
0.13184	3.414545e-5
0.13248	-2.205816e-5
0.13312	1.163446e-5
0.13376	3.879509e-6
0.1344	1.418473e-5
0.13504	-1.482233e-5
0.13568	-1.68209e-6
0.13632	1.01652e-5
0.13696	-2.919111e-5
0.1376	5.338305e-5
0.13824	-0.0001533751
0.13888	-0.0004521371
0.13952	-0.002301232
0.14016	-0.003514311
0.1408	-0.003611366
0.14144	-0.003555925
0.14208	-0.003414406
0.14272	-0.003313424
0.14336	-0.003174876
0.144	-0.003050166
0.14464	-0.002915245
0.14528	-0.002786521
0.14592	-0.002651627
0.14656	-0.002513663
0.1472	-0.002363412
0.14784	-0.002213154
0.14848	-0.002053363
0.14912	-0.001893308
0.14976	-0.001729164
0.1504	-0.001559139
0.15104	-0.001388545
0.15168	-0.001216991
0.15232	-0.001051038
0.15296	-0.0008858385
0.1536	-0.0007170537
0.15424	-0.000548535
0.15488	-0.0003768604
0.15552	-0.0002046653
0.15616	-3.55024e-5
0.1568	0.0001487069
0.15744	0.0003249955
0.15808	0.0005098882
0.15872	0.000687323
0.15936	0.000865718
0.16	0.001041202
0.16064	0.001217325
0.16128	0.001389551
0.16192	0.0015609
0.16256	0.001729452
0.1632	0.001901539
0.16384	0.002077493
0.16448	0.002251038
0.16512	0.002431626
0.16576	0.002608078
0.1664	0.002793849
0.16704	0.002957265
0.16768	0.003143815
0.16832	0.003287868
0.16896	0.003478537
0.1696	0.003573718
0.17024	0.003777693
0.17088	0.003662723
0.17152	0.003572051
0.17216	0.00196475
0.1728	0.0005658171
0.17344	4.886986e-5
0.17408	-5.739067e-5
0.17472	5.079241e-5
0.17536	-2.995059e-5
0.176	-1.114678e-7
0.17664	3.180351e-6
0.17728	2.247797e-5
0.17792	-5.872769e-6
0.17856	-2.06318e-6
0.1792	3.556479e-6
0.17984	-2.557514e-5
0.18048	3.138331e-5
0.18112	-3.174758e-5
0.18176	3.944188e-5
0.1824	-2.394989e-5
0.18304	1.797301e-5
0.18368	-2.652586e-5
0.18432	3.290442e-5
0.18496	-6.878264e-5
0.1856	0.0001617766
0.18624	0.0002202789
0.18688	-6.961041e-5
