Source File Name:	Scan
Signal:	Time - Vib Velocity - Samples

Time	Time Signal
[ s ]	[ m/s ]
0	0.0006248761
0.0002	0.0009695635
0.0004	0.0009337027
0.0006	0.0006841416
0.0008	3.302759e-5
0.001	-0.0001899813
0.0012	-0.0008528975
0.0014	-0.0008058741
0.0016	-0.001128394
0.0018	-0.001007624
0.002	-0.00102241
0.0022	-0.0006045562
0.0024	-0.0003915582
0.0026	4.717942e-5
0.0028	0.0001473162
0.003	0.0004212511
0.0032	0.0006115516
0.0034	0.0003280216
0.0036	0.0002323683
0.0038	9.033638e-5
0.004	-0.0001319141
0.0042	-0.0004077146
0.0044	-0.0008954754
0.0046	-0.001076343
0.0048	-0.001311006
0.005	-0.001009998
0.0052	-0.000875379
0.0054	-0.0005278455
0.0056	0.0001775584
0.0058	0.0006702279
0.006	0.000627652
0.0062	0.0008750236
0.0064	0.0004506283
0.0066	3.546185e-5
0.0068	-0.0003678365
0.007	-0.001013216
0.0072	-0.001006129
0.0074	-0.001230586
0.0076	-0.0008146754
0.0078	-0.0008008254
0.008	-0.000576276
0.0082	-0.0001999983
0.0084	-4.42367e-5
0.0086	4.562921e-5
0.0088	0.0001770989
0.009	0.0002242727
0.0092	0.0004548222
0.0094	0.0001085623
0.0096	9.220753e-5
0.0098	-0.0001793561
0.01	-0.000717
0.0102	-0.0007611951
0.0104	-0.001043525
0.0106	-0.001198423
0.0108	-0.001294181
0.011	-0.0008793105
0.0112	-0.0005454111
0.0114	-0.0003381027
0.0116	0.0007480119
0.0118	0.0003569793
0.012	0.0007471194
0.0122	0.0004056606
0.0124	-0.0001662354
0.0126	-0.0004593592
0.0128	-0.001108814
0.013	-0.00106533
0.0132	-0.001189066
0.0134	-0.00108842
0.0136	-0.0006603724
0.0138	-0.0007982662
0.014	-0.0003614787
0.0142	-0.0003044413
0.0144	-0.0002574461
0.0146	-0.0003033564
0.0148	-0.0001818198
0.015	3.203417e-5
0.0152	8.2869e-5
0.0154	-0.0002455188
0.0156	-0.0002598714
0.0158	-0.0004563177
0.016	-0.001084109
0.0162	-0.00106267
0.0164	-0.001474101
0.0166	-0.001335866
0.0168	-0.001298613
0.017	-0.0007359073
0.0172	-0.0002309311
0.0174	0.0001207044
0.0176	0.0002085916
0.0178	0.0003165361
0.018	0.0001968301
0.0182	-0.0004765075
0.0184	-0.0006009623
0.0186	-0.001057921
0.0188	-0.001202294
0.019	-0.001179805
0.0192	-0.001123619
0.0194	-0.0009394233
0.0196	-0.0008351796
0.0198	-0.0006055535
0.02	-0.0004548357
0.0202	-0.0005253102
0.0204	-0.0003383963
0.0206	-0.0002871799
0.0208	-7.74747e-5
0.021	-8.971322e-5
0.0212	-9.403309e-5
0.0214	-0.0004304559
0.0216	-0.0006482508
0.0218	-0.0008464977
0.022	-0.001057997
0.0222	-0.001224808
0.0224	-0.001397254
0.0226	-0.001258864
0.0228	-0.0009936166
0.023	-0.0003726818
0.0232	0.0001057727
0.0234	0.0004798982
0.0236	0.0005430662
0.0238	0.0001315147
0.024	-0.0001497668
0.0242	-0.0009267148
0.0244	-0.001161747
0.0246	-0.0005434931
0.0248	-5.550558e-5
0.025	-0.001451945
0.0252	-0.0004535051
0.0254	-0.0009539381
0.0256	-0.0001077045
0.0258	-0.0001600919
0.026	-0.000528907
0.0262	-0.0003480904
0.0264	-0.0001707726
0.0266	-0.0006140994
0.0268	-9.370964e-5
0.027	-0.0001783895
0.0272	-2.384684e-5
0.0274	-0.0003107541
0.0276	0.0003221395
0.0278	-0.0007337518
0.028	-0.001395723
0.0282	-0.001433812
0.0284	-0.001307751
0.0286	-0.0007552662
0.0288	-0.0004682432
0.029	6.169842e-5
0.0292	0.0001717514
0.0294	0.0001138439
0.0296	0.0002175793
0.0298	-0.0003339366
0.03	-0.0002165859
0.0302	-0.001221534
0.0304	-0.00121032
0.0306	-0.0002136974
0.0308	3.996241e-6
0.031	-0.0003241121
0.0312	-0.0001050012
0.0314	-0.0006527666
0.0316	-0.000347355
0.0318	-0.0007221092
0.032	-0.0005210725
0.0322	-0.0007027054
0.0324	-0.0005294269
0.0326	-2.008146e-5
0.0328	-0.0001775823
0.033	0.0001760931
0.0332	-0.0002774954
0.0334	8.120032e-5
0.0336	-0.0006452575
0.0338	-0.001127753
0.034	0.0001004159
0.0342	-0.0008685198
0.0344	-0.0009671212
0.0346	0.0001237502
0.0348	5.941468e-5
0.035	3.901876e-5
0.0352	0.0008257948
0.0354	-0.0004726058
0.0356	0.0007088567
0.0358	-0.0002454428
0.036	-0.0002667293
0.0362	-0.0001759084
0.0364	-0.0001138764
0.0366	-0.0003955471
0.0368	0.0001172752
0.037	0.0003407856
0.0372	-0.0006373311
0.0374	7.793315e-5
0.0376	-0.000512558
0.0378	-1.910305e-5
0.038	-0.0006653654
0.0382	-0.001060499
0.0384	-8.189597e-5
0.0386	-1.622786e-5
0.0388	-3.991753e-5
0.039	0.0002538384
0.0392	-0.0002502593
0.0394	-1.733226e-5
0.0396	-0.0001693596
0.0398	3.904217e-5
0.04	-0.0007166034
0.0402	-0.001601666
0.0404	-0.0005258993
0.0406	-0.0002223054
0.0408	9.018421e-5
0.041	0.0002189845
0.0412	0.0005330218
0.0414	-0.0001088647
0.0416	-0.0003934191
0.0418	-0.0001963265
0.042	4.214717e-6
0.0422	-0.0007515082
0.0424	-0.0002764373
0.0426	-0.0003767432
0.0428	-0.0002957586
0.043	-0.0001739699
0.0432	-0.0001613335
0.0434	-0.0007197721
0.0436	-0.0006717605
0.0438	-0.00108401
0.044	-0.0002881911
0.0442	0.0003056631
0.0444	-0.0001458602
0.0446	8.367083e-5
0.0448	8.526679e-5
0.045	0.0002279051
0.0452	-0.000435058
0.0454	6.749639e-5
0.0456	-0.0003863388
0.0458	-0.001654173
0.046	-0.0004339831
0.0462	-0.0004756896
0.0464	0.001036213
0.0466	3.891878e-5
0.0468	3.114931e-5
0.047	-0.000117603
0.0472	-9.111194e-5
0.0474	-4.195131e-5
0.0476	-0.00032382
0.0478	9.511155e-6
0.048	-0.0001411126
0.0482	0.0002428852
0.0484	-8.668916e-5
0.0486	-0.0001937931
0.0488	0.0004920378
0.049	-0.0002571692
0.0492	-0.0002995825
0.0494	-0.001004063
0.0496	-0.001122756
0.0498	-5.025877e-5
0.05	3.60091e-5
0.0502	-0.0005500288
0.0504	0.0002411596
0.0506	-4.879952e-5
0.0508	-4.330135e-6
0.051	0.0003967694
0.0512	0.0001304506
0.0514	-0.0009380901
0.0516	-0.0009442889
0.0518	-0.001023559
0.052	-0.0004081425
0.0522	0.0001756716
0.0524	0.0002848983
0.0526	8.123466e-5
0.0528	0.0002635955
0.053	0.0001082608
0.0532	-0.0002930705
0.0534	-9.436406e-5
0.0536	0.0001856226
0.0538	5.425831e-5
0.054	0.0002687711
0.0542	-0.0001631164
0.0544	0.0002234115
0.0546	-8.531136e-5
0.0548	0.0001969802
0.055	-0.001145708
0.0552	-0.0003708548
0.0554	4.817294e-5
0.0556	6.328035e-6
0.0558	-0.0004151408
0.056	-0.0001531079
0.0562	-0.0001321165
0.0564	0.0002484503
0.0566	-0.0006851347
