Source File Name:	Scan
Signal:	Time - Vib Velocity - Samples

Time	Time Signal
[ s ]	[ m/s ]
0	-1.896655e-5
0.0002	3.359162e-5
0.0004	9.417816e-5
0.0006	0.0001480192
0.0008	0.0001883457
0.001	0.0001811741
0.0012	0.0001633597
0.0014	0.0001170287
0.0016	0.0001173234
0.0018	4.112905e-5
0.002	1.297448e-6
0.0022	-4.056438e-5
0.0024	-4.562417e-5
0.0026	-8.067113e-5
0.0028	-1.272413e-5
0.003	-9.609e-6
0.0032	5.668572e-5
0.0034	9.800051e-5
0.0036	0.0001523558
0.0038	0.0001531463
0.004	0.0002063485
0.0042	0.0002107469
0.0044	0.0002216566
0.0046	0.0001586415
0.0048	9.961759e-5
0.005	3.665593e-5
0.0052	-4.658828e-5
0.0054	-0.0001137363
0.0056	-0.00010891
0.0058	-4.942249e-5
0.006	-5.224743e-6
0.0062	7.507535e-5
0.0064	0.0001571298
0.0066	0.0001992641
0.0068	0.0002376823
0.007	0.0002184467
0.0072	0.000225845
0.0074	0.0001667511
0.0076	0.0001976144
0.0078	6.201697e-5
0.008	8.198517e-5
0.0082	-1.039767e-5
0.0084	-1.141876e-5
0.0086	-2.420398e-5
0.0088	1.298987e-5
0.009	2.85807e-5
0.0092	8.882106e-5
0.0094	0.0001762373
0.0096	0.0002279328
0.0098	0.0002339773
0.01	0.0003579396
0.0102	0.000307464
0.0104	0.0002990451
0.0106	0.0002239994
0.0108	0.0001554502
0.011	6.218181e-5
0.0112	-6.772027e-6
0.0114	-3.373072e-5
0.0116	-6.346776e-5
0.0118	1.520172e-5
0.012	0.0001105678
0.0122	0.0002241689
0.0124	0.0002873688
0.0126	0.0004263679
0.0128	0.0003580266
0.013	0.000411412
0.0132	0.0003124939
0.0134	0.0003533658
0.0136	0.0002344029
0.0138	0.000224534
0.014	0.0001115369
0.0142	0.0001505429
0.0144	5.926079e-5
0.0146	0.0001183387
0.0148	9.692457e-5
0.015	0.0001939305
0.0152	0.0002849199
0.0154	0.0004348409
0.0156	0.0004161496
0.0158	0.0005061721
0.016	0.0005489372
0.0162	0.0004657735
0.0164	0.0004041423
0.0166	0.0003181692
0.0168	0.0002237618
0.017	0.0001125516
0.0172	2.111218e-5
0.0174	1.488278e-5
0.0176	6.624763e-5
0.0178	0.0001314926
0.018	0.0002804323
0.0182	0.000363952
0.0184	0.0005577732
0.0186	0.0005400477
0.0188	0.0005271588
0.019	0.000495929
0.0192	0.0004739322
0.0194	0.0003280185
0.0196	0.0002083554
0.0198	0.000229979
0.02	0.0001883401
0.0202	0.0001262721
0.0204	0.0001866884
0.0206	0.0001684157
0.0208	0.0001869603
0.021	0.000271761
0.0212	0.0004436534
0.0214	0.0005465145
0.0216	0.0005872721
0.0218	0.0006028659
0.022	0.0006076194
0.0222	0.0004826665
0.0224	0.0003788074
0.0226	0.0002402686
0.0228	0.0001268758
0.023	3.873212e-5
0.0232	6.043457e-5
0.0234	2.852397e-5
0.0236	0.0001433139
0.0238	0.0002786842
0.024	0.0003339649
0.0242	0.0005648644
0.0244	0.0006037392
0.0246	0.0005383515
0.0248	0.0005884294
0.025	0.0004635087
0.0252	0.0003561392
0.0254	0.0002268504
0.0256	0.0001777696
0.0258	0.0001248238
0.026	0.0001120665
0.0262	0.0001357144
0.0264	0.0001138953
0.0266	0.0002335421
0.0268	0.0002949724
0.027	0.0004397215
0.0272	0.0005805762
0.0274	0.0006072791
0.0276	0.0006651725
0.0278	0.0006718892
0.028	0.000558489
0.0282	0.0004572248
0.0284	0.0002438421
0.0286	0.0001231918
0.0288	-7.596582e-6
0.029	5.016474e-5
0.0292	2.246877e-5
0.0294	0.0001523852
0.0296	0.000345126
0.0298	0.0004456606
0.03	0.0006685753
0.0302	0.0006117767
0.0304	0.0007700199
0.0306	0.0005861459
0.0308	0.0005448785
0.031	0.0004600179
0.0312	0.0002930706
0.0314	0.0001506358
0.0316	0.0001255988
0.0318	5.565201e-5
0.032	9.365573e-5
0.0322	0.0001415413
0.0324	0.0002181977
0.0326	0.0003740755
0.0328	0.0005009946
0.033	0.0005579403
0.0332	0.000771789
0.0334	0.0007298204
0.0336	0.0007923807
0.0338	0.0005939281
0.034	0.0004454312
0.0342	0.000293162
0.0344	3.58648e-5
0.0346	-4.868468e-5
0.0348	-6.656469e-5
0.035	-1.837503e-5
0.0352	0.0001999606
0.0354	0.000369227
0.0356	0.0005029874
0.0358	0.0007047213
0.036	0.0006966593
0.0362	0.0007301641
0.0364	0.0006061998
0.0366	0.0005764861
0.0368	0.0003857198
0.037	0.0003213819
0.0372	0.0001600026
0.0374	0.000100364
0.0376	3.813445e-5
0.0378	5.087841e-5
0.038	8.01557e-5
0.0382	0.0001833695
0.0384	0.0003475785
0.0386	0.0005831247
0.0388	0.0005560621
0.039	0.0007650214
0.0392	0.0007852843
0.0394	0.0006856058
0.0396	0.0005439146
0.0398	0.0002571508
0.04	5.611603e-5
0.0402	-0.0001220588
0.0404	-0.0001635217
0.0406	-0.0001201247
0.0408	1.461366e-5
0.041	0.0002065186
0.0412	0.0003608165
0.0414	0.0005767712
0.0416	0.0006882719
0.0418	0.000613093
0.042	0.0006862578
0.0422	0.0004854759
0.0424	0.0005420634
0.0426	0.0003126432
0.0428	0.0002708293
0.043	7.768297e-5
0.0432	5.421146e-5
0.0434	-4.884983e-5
0.0436	9.798559e-7
0.0438	-6.259594e-5
0.044	0.0001929941
0.0442	0.000323804
0.0444	0.000659671
0.0446	0.0007159795
0.0448	0.0008397704
0.045	0.0008491238
0.0452	0.0006748933
0.0454	0.0005128219
0.0456	0.0002252557
0.0458	-3.744529e-5
0.046	-0.0001926966
0.0462	-0.0001940442
0.0464	-0.0001537763
0.0466	3.336523e-5
0.0468	0.0002389629
0.047	0.0003564303
0.0472	0.000465021
0.0474	0.0007333618
0.0476	0.0006251626
0.0478	0.0007669126
0.048	0.0005818259
0.0482	0.0006123919
0.0484	0.0003561291
0.0486	0.0002657756
0.0488	-2.687852e-5
0.049	-7.955723e-5
0.0492	-0.0001362067
0.0494	-6.094489e-5
0.0496	3.436684e-5
0.0498	0.0003369353
0.05	0.0004205603
0.0502	0.000774477
0.0504	0.0008261899
0.0506	0.0009518041
0.0508	0.0007832701
0.051	0.0006604751
0.0512	0.0004732096
0.0514	0.0001051235
0.0516	-2.402574e-5
0.0518	-0.0002225039
0.052	-0.0002150119
0.0522	-9.099149e-5
0.0524	9.309223e-5
0.0526	0.0002917218
0.0528	0.000427732
0.053	0.0007284601
0.0532	0.0007588183
0.0534	0.000822958
0.0536	0.0007035904
0.0538	0.0006314043
0.054	0.0004600601
0.0542	0.0001937909
0.0544	-6.963911e-5
0.0546	-0.0002140034
0.0548	-0.0003124251
0.055	-0.0001400645
0.0552	7.2691e-6
0.0554	0.0003104971
0.0556	0.0005110754
0.0558	0.0007783556
0.056	0.0007793677
0.0562	0.0008649185
0.0564	0.0007510408
0.0566	0.0006127691
0.0568	0.0004333344
0.057	0.0002834188
0.0572	2.299275e-5
0.0574	-0.0001149783
0.0576	-0.0002129636
0.0578	-0.0002307501
0.058	-7.698785e-5
